log_Total_Sales,log_Avg_Sales,Store_Count,Avg_MRP,log_Avg_Visibility,Item_Weight,Sales_Per_Store,Price_Per_Unit_Weight,Item_Identifier
0.1820469211344379,-0.02661250133414022,0.348838464535604,0.013768918542303119,-0.4633372005363659,-0.26011684129783613,-0.30800066815395605,-0.06827024919188042,DRA12
0.6986767201180023,0.3021092251359336,1.0032778943924114,0.37170095745854476,-0.46051522913057336,1.4084771092043034,0.047767020458233965,-0.5340327192867574,DRA24
1.1178452221067627,0.554747702599299,1.657717324249219,0.7114588615538838,1.763569848603297,-0.9770739839006907,0.3731309856224063,1.193937214381453,DRA59
-1.121573127934402,-0.3499457298085486,-1.6144798250348182,0.7824356527258391,0.27850217038307434,-1.1665401356996432,-0.595690911035961,1.5991901325593696,DRB01
0.31921158143680395,0.4321975912903606,-0.3056009653212034,0.7841537900837192,-1.3609785723092005,-1.4410507533628982,0.20913578070756156,2.265754753207269,DRB13
0.32628196650430574,0.8116047068269925,-0.9600403951780108,0.2167271154494478,-1.0734704812539044,-0.8661932246092581,0.758630027848242,0.5966318198963296,DRB24
0.029273979286351153,-0.19966844500979228,0.348838464535604,-0.5495374479406019,0.17532138847908504,-0.10940512963957778,-0.4689071741421532,-0.5078725222020232,DRB25
-1.1854306743353884,-1.8315056921581752,1.0032778943924114,-1.639054061298566,-0.9149523396264849,0.8486907516164887,-1.3866499749455572,-1.296231648213046,DRB48
-0.9343207854472213,-1.290942065820487,0.348838464535604,-1.482560127943109,-1.105283481620133,-1.4830347301819846,-1.1751896620355002,-0.5598822454760984,DRC01
-0.12917839845215764,0.29557781488810536,-0.9600403951780108,0.7926231334222199,-0.6857906655794318,1.0855234413651795,0.03999274424830548,-0.2636828776759422,DRC12
-0.5926224322320864,-0.22943883777943191,-0.9600403951780108,-0.26919863977792763,-0.8051650669599348,-0.9792270083529515,-0.4949404936667518,0.2818005506502641,DRC13
