month_credit_duration,credit_amount,age,num_existing_credits,log_credit_amount,log_month_credit_duration,credit_amount_sq,credit_duration_sq,age_sq,credit_duration_amount_ratio,age_credit_ratio,age_sin,age_cos,high_risk_profile,low_risk_profile,cumulative_risk_score,status_checking_account_idx,credit_history_idx,purpose_idx,savings_type_idx,years_of_employment_idx,status_sex_idx,debtors_idx,property_idx,other_installments_idx,housing_idx,job_idx,telephone_idx,foreign_worker_idx,credit_duration_interaction,age_history_interaction,financial_stability_index,age_group,amount_group,pct_fee_income_high,pct_fee_income_low,pct_fee_income_low-mid,pct_fee_income_mid-high,target
0.04,0.0897537631389401,0.8571428571428571,0.3333333333333333,0.41238003677286716,0.1403198214860093,0.011859494129564186,0.006896551724137931,0.78419452887538,0.09772632171601918,0.3425155210220089,0.06184665997806821,0.37880054479055086,1.0,0.5,0.375,0.5,0.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.003590150525557604,0.0,0.5,0.5,0.5,1,0,0,0,1
0.88,0.5567858581665914,0.05357142857142857,0.0,0.848179207440002,0.9518273844432582,0.3215000390153791,0.7889655172413793,0.023366261398176293,0.06685802251050046,0.010501451317698838,0.9911436253643443,0.8678897782045648,1.0,0.5,0.375,1.0,0.5,0.3333333333333333,0.5,0.5,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.48997155518660046,0.031914893617021274,0.5,0.5,0.5,0,0,1,0,0
0.16,0.18028884304078718,0.5357142857142857,0.0,0.5687007348018943,0.39847922295302907,0.03938473812100024,0.044137931034482755,0.38753799392097266,0.09381672013136653,0.13241728764150792,0.5313952597646567,0.0014423186601368126,1.0,0.5,0.375,0.5,0.0,0.6666666666666666,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.02884621488652595,0.0,0.375,0.5,0.5,0,0,1,0,1
0.76,0.7453761918132653,0.4642857142857143,0.0,0.9234540711025214,0.8973545374015988,0.564422072731761,0.6027586206896551,0.3161094224924012,0.1087738253566206,0.02297319456812285,0.6545084971874737,0.03577414323045691,1.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.5664859057780817,0.2765957446808511,0.625,0.5,0.5,0,0,1,0,1
0.4,0.4512104305787848,0.6071428571428571,0.3333333333333333,0.7944845431815611,0.6711877414712396,0.21511970524259455,0.19310344827586207,0.46504559270516715,0.11656538855193209,0.055030244098496404,0.4063093427071376,0.012946737368723898,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.18048417223151392,0.7234042553191489,0.5,0.5,0.5,0,0,0,1,0
0.64,0.8599367621745022,0.2857142857142857,0.0,0.9606168798775307,0.8346819908754292,0.745099025482406,0.4413793103448276,0.1641337386018237,0.1504009826338546,0.011546446276007719,0.9045084971874737,0.3012991374934656,1.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.5,0.5,1.0,1.0,0.5,0.5,0.0,0.0,1.0,1.0,0.5503595277916814,0.1702127659574468,0.5,0.5,0.5,0,0,1,0,1
0.4,0.2524629790143201,0.6071428571428571,0.0,0.6495762110992839,0.6711877414712396,0.07252437142310732,0.19310344827586207,0.46504559270516715,0.06140351659353965,0.10342085894479032,0.4063093427071376,0.012946737368723898,0.0,0.5,0.125,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.10098519160572804,0.36170212765957444,0.625,0.5,0.5,0,0,0,1,1
0.64,0.6541574597438746,0.2857142857142857,0.0,0.8896689990188732,0.8346819908754292,0.438455218207853,0.4413793103448276,0.1641337386018237,0.1118107494788201,0.018809496839211088,0.9045084971874737,0.3012991374934656,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.4186607742360798,0.1702127659574468,0.75,0.5,0.5,0,0,1,0,1
0.16,0.2743398483757157,0.75,0.0,0.6699420482440211,0.39847922295302907,0.0845311473956438,0.044137931034482755,0.6382978723404256,0.14401600447830656,0.11114560548950275,0.18128800512565518,0.1677382053950334,0.0,0.5,0.125,0.5,0.5,0.3333333333333333,0.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.04389437574011451,0.44680851063829785,0.25,0.5,0.5,0,0,1,0,1
0.52,0.4867603432910527,0.16071428571428573,0.3333333333333333,0.8137914473939828,0.7608961545354633,0.24856715259466047,0.30482758620689654,0.08035714285714286,0.09897234957590204,0.02074274350721952,0.9911436253643444,0.593965427942704,1.0,0.5,0.6250000000000001,1.0,0.0,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.2531153785113474,0.0,0.625,0.5,0.5,1,0,0,0,0
0.16,0.10205950215472513,0.10714285714285714,0.0,0.4397805361745687,0.39847922295302907,0.01468294026087324,0.044137931034482755,0.05015197568389058,0.052062175207276254,0.10715094720225052,1.0,0.7309276030736344,0.0,0.5,0.375,1.0,0.5,0.3333333333333333,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.016329520344756022,0.06382978723404255,0.625,0.5,0.5,0,0,0,1,0
0.88,0.396322927984569,0.08928571428571429,0.0,0.7616417774693552,0.9518273844432582,0.1682110884968436,0.7889655172413793,0.040843465045592706,0.04413552448421587,0.02211324173370327,0.9990133642141358,0.7768229270089437,1.0,0.5,0.75,0.5,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.3487641766264207,0.05319148936170213,0.5,0.5,0.5,0,0,0,1,0
0.16,0.12862427209356267,0.05357142857142857,0.0,0.4908203872055275,0.39847922295302907,0.021762508807188982,0.044137931034482755,0.023366261398176293,0.06624099695428318,0.07455297399871785,0.9911436253643443,0.8678897782045648,0.0,0.5,0.125,1.0,0.5,0.3333333333333333,0.5,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.020579883534970027,0.031914893617021274,0.75,0.5,0.5,0,1,0,0,1
0.4,0.0926837009998413,0.7321428571428571,0.3333333333333333,0.4191626764729793,0.6711877414712396,0.012505551685893406,0.19310344827586207,0.6153115501519757,0.017057166458930295,0.29748797517090164,0.20610737385376365,0.13959475052931786,1.0,0.5,0.375,0.5,0.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.03707348039993652,0.0,0.75,0.5,0.5,1,0,0,0,0
0.22,0.11260727845396945,0.16071428571428573,0.0,0.4612239742126438,0.4850715638003118,0.01733286755526279,0.07206896551724137,0.08035714285714286,0.043979073931006904,0.11119754037514415,0.9911436253643444,0.593965427942704,0.0,0.5,0.375,0.5,0.5,0.3333333333333333,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.02477360125987328,0.09574468085106383,0.625,0.5,0.5,0,0,1,0,1
0.4,0.10078986241500128,0.23214285714285715,0.0,0.43707969945195807,0.6711877414712396,0.014378272831332344,0.19310344827586207,0.1259498480243161,0.019307011850845074,0.14217793427756112,0.9524135262330098,0.4197137660515857,0.0,0.5,0.125,0.5,0.5,0.3333333333333333,1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.040315944966000515,0.13829787234042554,0.75,0.5,0.5,1,0,0,0,0
0.4,0.21232283031997362,0.6071428571428571,0.3333333333333333,0.60763296736857,0.6711877414712396,0.05286755189790691,0.19310344827586207,0.46504559270516715,0.050262715917913446,0.12305197249895297,0.4063093427071376,0.012946737368723898,1.0,0.5,0.375,0.5,0.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.08492913212798946,0.0,0.75,0.5,0.5,1,0,0,0,1
0.52,0.7639324649323063,0.10714285714285714,0.6666666666666666,0.9298345421584027,0.7608961545354633,0.5919891958764474,0.30482758620689654,0.05015197568389058,0.16101142091533205,0.006785839850837502,1.0,0.7309276030736344,1.0,0.5,0.75,0.5,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.3972448817647993,0.1276595744680851,0.5,0.5,0.5,0,0,1,0,1
0.4,1.0,0.44642857142857145,0.0,1.0,0.6711877414712396,1.0,0.19310344827586207,0.2992021276595745,0.26888059924883717,0.013589152922989012,0.6840622763423391,0.051328304849107984,0.0,0.5,0.25,1.0,0.5,0.3333333333333333,0.5,1.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.4,0.26595744680851063,0.75,0.5,0.5,1,0,0,0,0
0.4,0.31057341325552723,0.21428571428571427,0.0,0.7005996750135042,0.6711877414712396,0.10642488664396216,0.19310344827586207,0.11398176291793313,0.07753192633076003,0.04359227554065987,0.9648882429441257,0.46185520614726905,0.0,0.5,0.125,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.1242293653022109,0.1276595744680851,0.625,0.5,0.5,0,0,0,1,1
0.1,0.18400009766459535,0.5178571428571429,0.6666666666666666,0.5735119219572103,0.289064826317888,0.04084655247353908,0.022413793103448276,0.3691109422492401,0.12916994406085222,0.12693660815393043,0.5626666167821522,0.005763582467728447,1.0,0.5,0.375,0.5,0.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.018400009766459537,0.0,0.625,0.5,0.5,1,0,0,0,1
0.04,0.23410203508600588,0.44642857142857145,0.0,0.6312009608455234,0.1403198214860093,0.06315166232296943,0.006896551724137931,0.2992021276595745,0.24081029285414488,0.09057892006656891,0.6840622763423391,0.051328304849107984,0.0,0.5,0.25,0.5,0.5,0.3333333333333333,0.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.009364081403440236,0.26595744680851063,0.25,0.5,0.5,0,0,1,0,1
0.12,0.19445020936847632,0.5178571428571429,0.3333333333333333,0.5866126794399685,0.32881225852876045,0.04510381167337883,0.028965517241379312,0.3691109422492401,0.12261508234946852,0.1202863770077337,0.5626666167821522,0.005763582467728447,1.0,0.5,0.6250000000000001,0.5,0.0,0.3333333333333333,0.5,0.0,1.0,1.0,0.0,0.5,1.0,0.0,0.0,0.0,0.02333402512421716,0.0,0.25,0.5,0.5,0,1,0,0,1
0.16,0.15177078119468215,0.44642857142857145,0.0,0.5285298968730576,0.39847922295302907,0.029028173577817295,0.044137931034482755,0.2992021276595745,0.07859533796178557,0.13867728102926621,0.6840622763423391,0.051328304849107984,1.0,0.5,0.25,1.0,0.0,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.024283324991149144,0.0,0.75,0.5,0.5,0,0,0,1,1
0.12,0.1776518989659761,0.125,0.3333333333333333,0.5652289804941638,0.32881225852876045,0.03836204101377892,0.028965517241379312,0.0598404255319149,0.11201887732730693,0.06544064808655095,0.9990133642141358,0.6850322791383251,1.0,0.5,0.375,0.5,0.0,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.021318227875917133,0.0,0.625,0.5,0.5,0,0,1,0,1
0.04,0.10977500518843163,0.30357142857142855,0.0,0.4556324802810116,0.1403198214860093,0.01660047801157105,0.006896551724137931,0.17762158054711247,0.11757220404573215,0.14986504570353887,0.8852566213878946,0.26501681410499167,0.0,0.5,0.25,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.004391000207537265,0.18085106382978722,0.375,0.5,0.5,0,1,0,0,1
0.04,0.017188968783953706,0.35714285714285715,0.0,0.14234357252842428,0.1403198214860093,0.0010820008983928118,0.006896551724137931,0.22036474164133737,0.02579709941857169,0.5536779009453308,0.8187119948743449,0.16773820539503348,0.0,0.5,0.375,0.5,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.0006875587513581482,0.425531914893617,0.75,0.5,0.5,1,0,0,0,1
0.16,0.01552867066277636,0.4107142857142857,0.3333333333333333,0.13145964016682146,0.39847922295302907,0.0009529076127496068,0.044137931034482755,0.2665273556231003,0.005876748487246295,0.6225002896284634,0.7408768370508576,0.09041086187175894,0.0,0.5,0.125,0.0,0.5,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,0.0024845873060442177,0.24468085106382978,0.125,0.5,0.5,0,0,0,1,1
0.06,0.21144384896170326,0.26785714285714285,0.0,0.6066368498715883,0.1960067374824239,0.05247148696778734,0.011379310344827587,0.1510258358662614,0.18912629076255702,0.07481474540585253,0.9221639627510074,0.33927700815700845,0.0,0.5,0.125,1.0,0.5,0.3333333333333333,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,0.012686630937702194,0.15957446808510636,0.5,0.5,0.5,0,0,0,1,1
1.0,0.6432190250631767,0.7857142857142857,0.3333333333333333,0.8853159661636487,1.0,0.42441539805130035,1.0,0.6854103343465046,0.0687838966031615,0.04470356752943399,0.13551568628929422,0.23057322774618472,1.0,0.5,0.6250000000000001,0.5,1.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.6432190250631767,0.9361702127659575,0.625,0.5,0.5,0,0,0,1,0
0.28,0.16241622208928985,0.30357142857142855,0.0,0.5442381308845314,0.5567386874133076,0.03271274786159337,0.10620689655172413,0.17762158054711247,0.05278648034295926,0.10416760820587671,0.8852566213878946,0.26501681410499167,0.0,0.5,0.125,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.04547654218500116,0.18085106382978722,0.25,0.5,0.5,0,0,0,1,1
0.4,0.3681955245199175,0.14285714285714285,0.0,0.7431097360530016,0.6711877414712396,0.14639878851396623,0.19310344827586207,0.06990881458966565,0.09352480321304582,0.02920990867293641,0.996057350657239,0.6393180830790096,1.0,0.5,0.375,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.147278209807967,0.0851063829787234,0.625,0.5,0.5,0,0,1,0,1
0.28,0.5484843675607046,0.19642857142857142,0.3333333333333333,0.8443257699150096,0.5567386874133076,0.312365336282171,0.10620689655172413,0.1023936170212766,0.1937763160157417,0.01928456599554914,0.9755282581475768,0.5050585520661355,0.0,0.5,0.125,1.0,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.1535756229169973,0.11702127659574468,0.875,0.5,0.5,0,0,1,0,1
0.16,0.09903189969846056,0.6785714285714286,0.0,0.43329455073354983,0.39847922295302907,0.013961500228693613,0.044137931034482755,0.5486322188449848,0.05044620655228649,0.26686589388411047,0.2871103542174639,0.069564534418465,1.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,1.0,0.01584510395175369,0.0,0.625,0.5,0.5,1,0,0,0,1
0.16,0.11954146472476897,0.25,0.0,0.47444019824338785,0.39847922295302907,0.01919052857523324,0.044137931034482755,0.13829787234042554,0.061393090989313906,0.12625760090839588,0.9381533400219317,0.3788005447905507,0.0,0.5,0.25,0.0,0.5,0.3333333333333333,0.5,0.0,0.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.019126634355963037,0.14893617021276595,0.375,0.5,0.5,1,0,0,0,1
0.82,0.4391000207537265,0.10714285714285714,0.3333333333333333,0.7875763636131644,0.9254797360124737,0.20427583287145068,0.6927586206896552,0.05015197568389058,0.05447366279340402,0.020233703050189566,1.0,0.7309276030736344,1.0,0.5,0.6250000000000001,1.0,0.0,0.3333333333333333,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,1.0,0.36006201701805574,0.0,0.625,0.5,0.5,1,0,0,0,0
0.88,0.5723145288293677,0.21428571428571427,0.0,0.8552418884309384,0.9518273844432582,0.33894012811609686,0.7889655172413793,0.11398176291793313,0.06905697393239899,0.019033387499621288,0.9648882429441257,0.46185520614726905,1.0,0.5,0.6250000000000001,0.5,0.0,0.6666666666666666,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5036367853698436,0.0,0.5,0.5,0.5,0,1,0,0,1
0.28,0.18067950142224068,0.32142857142857145,0.0,0.5692112636999438,0.5567386874133076,0.03953737649410595,0.10620689655172413,0.19148936170212766,0.05945612346737371,0.09674179495720044,0.8644843137107057,0.23057322774618463,0.0,0.5,0.25,0.0,0.5,0.3333333333333333,0.5,0.5,1.0,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.050590260398227394,0.19148936170212766,0.25,0.5,0.5,1,0,0,0,0
0.12,0.095222980479289,0.32142857142857145,0.0,0.42490518728138654,0.32881225852876045,0.01307870950444764,0.028965517241379312,0.19148936170212766,0.060023545706932545,0.17464197612159443,0.8644843137107057,0.23057322774618463,0.0,0.5,0.125,0.0,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.011426757657514679,0.19148936170212766,0.5,0.5,0.5,0,0,1,0,1
0.1,0.020314235835581652,0.08928571428571429,0.0,0.16170368363727125,0.289064826317888,0.0013392598532554385,0.022413793103448276,0.040843465045592706,0.015593411625636343,0.31166619895100806,0.9990133642141358,0.7768229270089437,0.0,0.5,0.125,1.0,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0020314235835581654,0.05319148936170213,0.5,0.5,0.5,1,0,0,0,1
0.52,0.20343535214190667,0.19642857142857142,0.0,0.5973863323065648,0.7608961545354633,0.048930756889648354,0.30482758620689654,0.1023936170212766,0.035556089549233075,0.06725715589621699,0.9755282581475768,0.5050585520661355,1.0,0.5,0.25,0.5,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,0.10578638311379147,0.11702127659574468,0.625,0.5,0.5,1,0,0,0,1
0.16,0.08867945258994299,0.125,0.0,0.40984940435323525,0.39847922295302907,0.011626707878587848,0.044137931034482755,0.0598404255319149,0.04492063631264408,0.12663102899690115,0.9990133642141358,0.6850322791383251,0.0,0.5,0.0,1.0,0.5,0.3333333333333333,0.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.014188712414390878,0.07446808510638298,0.625,0.5,0.5,0,0,0,1,1
0.28,0.5814950007935248,0.44642857142857145,0.0,0.8593313793485648,0.5567386874133076,0.34946690117876544,0.10620689655172413,0.2992021276595745,0.20583160679676887,0.03154223166342573,0.6840622763423391,0.051328304849107984,0.0,0.5,0.375,1.0,1.0,0.0,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.16281860022218694,0.5319148936170213,0.5,0.5,0.5,0,0,1,0,1
0.52,0.5798347026723475,0.08928571428571429,0.3333333333333333,0.8585963995784406,0.7608961545354633,0.3475512186609152,0.30482758620689654,0.040843465045592706,0.11980506098762748,0.011630945331173285,0.9990133642141358,0.7768229270089437,1.0,0.5,0.6250000000000001,0.5,0.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.30151404538962073,0.0,0.75,0.5,0.5,0,1,0,0,1
0.88,0.575537460476359,0.6964285714285714,0.3333333333333333,0.8566846823906366,0.9518273844432582,0.34261739059982665,0.7889655172413793,0.5704787234042553,0.06951336007656661,0.04610142150721759,0.2591231629491423,0.09041086187175902,1.0,0.5,0.6250000000000001,0.5,0.0,0.3333333333333333,0.5,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5064729652191959,0.0,0.625,0.5,0.5,1,0,0,0,0
