month_credit_duration,credit_amount,pct_fee_income,years_of_residence,age,num_existing_credits,num_dependents,log_credit_amount,monthly_payment,status_checking_account_low,status_checking_account_mid,credit_history_good,credit_history_warning,purpose_durable-goods,purpose_education,purpose_others,savings_type_low,savings_type_mid,years_of_employment_md,years_of_employment_sr,status_sex_male,debtors_guarantor,debtors_none,property_low,property_mid,other_installments_none,other_installments_stores,housing_own,housing_rent,job_yes,telephone_yes,foreign_worker_yes,fx_credit_duration_less 1 year,fx_credit_duration_more 3 years,fx_credit_amount_less 3.5k,fx_credit_amount_more 7k,fx_age_early adult,fx_age_late adult,target
-1.3484649217817342,-0.860972226844965,0.9184771676276685,1.0469866784197936,2.653383130873556,1.0270789116578085,-0.4282895663715403,-0.9565992761445912,0.2779784443487461,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1
2.0446109979877796,1.3265980752646345,-0.8701833340815202,-0.7659772668958666,-1.209676785414337,-0.7049259983890862,-0.4282895663715403,1.2583486341809258,-0.168601815733612,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
-0.7829522684868152,-0.4369074694096662,-0.8701833340815202,0.1405047057619635,1.2159654876036423,-0.7049259983890862,2.3348689263480744,-0.16209982147609872,0.1085100392010052,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
2.0446109979877796,2.209951955100192,-0.8701833340815202,1.0469866784197936,0.8566110767861639,-0.7049259983890862,2.3348689263480744,1.6409328913150103,0.21775413508136698,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1
0.34807303810302276,0.8320845878994155,0.024146916773074168,1.0469866784197936,1.5753198984211207,1.0270789116578085,2.3348689263480744,0.9854456724501802,0.34590586294102216,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
1.4790983446928607,2.209951955100192,-0.8701833340815202,1.0469866784197936,-0.041774950257532174,-0.7049259983890862,2.3348689263480744,1.6409328913150103,0.48059356234907524,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1
0.34807303810302276,-0.09884505760310115,0.024146916773074168,1.0469866784197936,1.5753198984211207,-0.7049259983890862,-0.4282895663715403,0.24894953170935716,-0.36663174961197853,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1.4790983446928607,1.7826849826680788,-0.8701833340815202,-0.7659772668958666,-0.041774950257532174,-0.7049259983890862,-0.4282895663715403,1.4692203690141572,0.2625722256989514,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1
-0.7829522684868152,0.003625822294964562,-0.8701833340815202,1.0469866784197936,2.2940287200560774,-0.7049259983890862,-0.4282895663715403,0.35245883475991346,0.7828822464624694,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1
0.9135856913979418,0.9985997677337723,0.9184771676276685,-0.7659772668958666,-0.6706451691881193,1.0270789116578085,-0.4282895663715403,1.0835729522123105,0.10682936080284589,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0
-0.7829522684868152,-0.803332356902303,0.024146916773074168,-1.6724592395536968,-0.9401609773012282,-0.7049259983890862,-0.4282895663715403,-0.8173363243616237,-0.45241637618469854,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0
2.0446109979877796,0.5749924695837328,0.024146916773074168,1.0469866784197936,-1.0299995800055979,-0.7049259983890862,-0.4282895663715403,0.8185224193099766,-0.4973345071831257,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0
-0.7829522684868152,-0.6789034313117946,-1.7645135849361147,-1.6724592395536968,-1.209676785414337,-0.7049259983890862,-0.4282895663715403,-0.5579264424857897,-0.2619394910599651,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1
0.34807303810302276,-0.8472484482871883,0.9184771676276685,1.0469866784197936,2.204190117351708,1.0270789116578085,-0.4282895663715403,-0.9221265312624561,-0.9394629703179781,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
-0.5001959418393557,-0.753926754094307,-0.8701833340815202,1.0469866784197936,-0.6706451691881193,-0.7049259983890862,-0.4282895663715403,-0.708350118169628,-0.5732851643189963,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1
0.34807303810302276,-0.8092793276106729,0.9184771676276685,-0.7659772668958666,-0.31129075837064096,-0.7049259983890862,-0.4282895663715403,-0.8310633184853601,-0.9104012396831385,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
0.34807303810302276,-0.2868608238446414,0.9184771676276685,1.0469866784197936,1.5753198984211207,1.0270789116578085,-0.4282895663715403,0.03577312774465666,-0.5105398374543783,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0.9135856913979418,2.209951955100192,-0.8701833340815202,0.1405047057619635,-0.9401609773012282,2.7590838217047033,-0.4282895663715403,1.6409328913150103,0.8485687605238665,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1
0.34807303810302276,2.209951955100192,0.9184771676276685,-0.7659772668958666,0.7667724740817943,-0.7049259983890862,-0.4282895663715403,1.6409328913150103,1.4005315577860535,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
0.34807303810302276,0.1733432171261359,0.024146916773074168,-0.7659772668958666,-0.40112936107501057,-0.7049259983890862,2.3348689263480744,0.508276126116056,-0.1582976565068015,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1
-1.0657085951342746,-0.41952401656981575,0.9184771676276685,1.0469866784197936,1.1261268848992727,2.7590838217047033,-0.4282895663715403,-0.13764697793456804,0.6332551835152218,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1
